movieInfo,movieCd,movieNm,movieNmEn,movieNmOg,showTm,prdtYear,openDt,prdtStatNm,typeNm,nations,nation,nationNm,genres,genre,genreNm,directors,director,peopleNm,peopleNmEn,actors,actor,cast,castEn,showTypes,showType,showTypeGroupNm,showTypeNm,companys,company,companyCd,companyNm,companyNmEn,companyPartNm,audits,audit,auditNo,watchGradeNm,staffs,staff,staffRoleNm,error
,20130566,무뢰한,The Shameless,,118,2014,20150527,개봉,장편,,,한국,,,멜로/로맨스,,,정지현,,,,덕룡 부하,,,,2D,디지털,,,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,,,2015-MF00495 ,청소년관람불가,,,VFX 아티스트,
,20135464,마세티 킬즈,Machete Kills,,107,2013,20131121,개봉,장편,,,미국,,,범죄,,,찰리 쉰,Charlie Sheen,,,미국 대통령,,,,2D,디지털,,,20122497,(유)조이앤컨텐츠그룹,JOY N CONTENTS GROUP,수입사,,,2013-MF00801 ,청소년관람불가,,,,
,20134267,호빗: 스마우그의 폐허,The Hobbit: The Desolation of Smaug,,161,2013,20131212,개봉,장편,,,뉴질랜드,,,판타지,,,장정민,Chang Jung Min,,,,Tauriel,,,IMAX,IMAX HFR 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2013-MF00905,12세이상관람가,,,VFX 아티스트,
,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,Pokemon the Movie: Giratina and the Sky Warrior,ダイヤモンド&パ-ル ギラティナと氷空の花束シェイミ,96,2008,20220601,개봉,장편,,,일본,,,애니메이션,,,김영선,KIM Young-sun,,,,,,,2D,디지털 더빙,,,20062956,(주)포켓몬코리아,,수입사,,,2022-MF00959,전체관람가,,,,
,20135428,어바웃 타임,ABOUT TIME,,123,2013,20131205,개봉,장편,,,영국,,,코미디,,,빌 나이,Bill Nighy,,,,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2013-MF00350 ,15세이상관람가,,,,
,20137352,루비 스팍스,Ruby Sparks,,104,2012,20180510,개봉,장편,,,미국,,,판타지,,,조 카잔,Zoe Kazan,,,루비 역,,,,2D,디지털,,,20188822,플레이리스트(주),,수입사,,,2018-MF00757,15세이상관람가,,,,
,20136063,순수의 시대,Empire of Lust,,113,2015,20150305,개봉,장편,,,한국,,,드라마,,,최선진,,,,포박남,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF00197,청소년관람불가,,,VFX 아티스트,
,20139221,그래비티,Gravity,,90,2013,20131017,개봉,장편,,,미국,,,드라마,,,조지 클루니,George Clooney,,,,,,,IMAX,IMAX 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2013-MF00674 ,12세이상관람가,,,,
,20136057,소수의견,Minority Opinion,,126,2013,20150624,개봉,장편,,,한국,,,드라마,,,김진석,,,,배심원,,,,2D,디지털,,,20101104,(주)나이너스엔터테인먼트,9ers Entertainment,해외세일즈사,,,2015-MF00623 ,15세이상관람가,,,예고편,
,20136888,강남 1970,Gangnam Blues,,135,2014,20150121,개봉,장편,,,한국,,,드라마,,,조남원,,,,수하,,,,2D,디지털,,,20111141,디지털 아이디어,Digital IDEA,제작서비스-후반작업,,,2014-MF01448 ,청소년관람불가,,,VFX 아티스트,
,20140110,킹스맨 : 시크릿 에이전트,Kingsman: The Secret Service,,128,2014,20150211,개봉,장편,,,영국,,,스릴러,,,마이클 케인,Michael Caine,,,,,,,IMAX,IMAX,,,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,,,2014-MF01443 ,청소년관람불가,,,,
,20136869,은밀한 유혹,Perfect Proposal,,110,2015,20150604,개봉,장편,,,한국,,,범죄,,,이나리,Lee na ri,,,문신남1,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF00504 ,15세이상관람가,,,홍보/마케팅 진행,
,20136068,히말라야,The Himalayas,,127,2015,20151216,개봉,장편,,,한국,,,드라마,,,이소리,LEE So-ri,,,김회장 수행원,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF01517,12세이상관람가,,,VFX 아티스트,
,20140145,홈,Home,,93,2015,20150521,개봉,장편,,,미국,,,판타지,,,크리스토퍼 젠킨스,Christopher Jenkins,,,,,,,4D,4D 더빙,,,20110854,(주)씨제이이엔엠,CJ ENM Corp.,수입사,,,2015-MF00422 ,전체관람가,,,제작,
,20139083,언어의 정원,The Garden of Words,言の葉の庭,46,2013,20130814,개봉,장편,,,일본,,,애니메이션,,,히라노 후미,Fumi Hirano,,,,,,,2D,디지털 더빙,,,20122837,(주)팝엔터테인먼트,Pop Entertainment,제공,,,2013-MF00418 ,12세이상관람가,,,,
,20140207,꼬마 유령,The Little Ghost,Das kleine Gespenst,92,2013,20150611,개봉,장편,,,스위스,,,가족,,,알랑 그스포너,Alain Gsponer,,,,,,,2D,디지털 더빙,,,20111081,(주)스마일이엔티,Smile Ent.,수입사,,,2015-MF00571 ,전체관람가,,,,
,20140190,사랑이 이긴다,Love Never Fails,,100,2014,20150910,개봉,장편,,,한국,,,드라마,,,진승현,,,,정혜,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2015-MF00773 ,15세이상관람가,,,기타,
,20140144,도리화가,THE SOUND OF A FLOWER,,109,2015,20151125,개봉,장편,,,한국,,,드라마,,,김선미,,,,궁중화가,,,,2D,디지털,,,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,,,2015-MF01341 ,12세이상관람가,,,홍보/마케팅 진행,
,20140193,서부전선,The Long Way Home,,111,2015,20150924,개봉,장편,,,한국,,,드라마,,,이예진,,,,중공군 소대원,,,,2D,디지털,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,,,2015-MF00920 ,12세이상관람가,,,배급진행,
,20140194,곡성,THE WAILING,곡성(哭聲),156,2016,20160512,개봉,장편,,,미국,,,드라마,,,김그린,,,,경찰,,,,2D,디지털,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2016-MF00406 ,15세이상관람가,,,VFX 매니지먼트,
,20140241,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,한국,,,어드벤처,,,강현모,,,,안킬로사우르스 보스,,,,2D,디지털 더빙,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF00717 ,전체관람가,,,온라인마케팅,
,20141060,쓰리 썸머 나잇,Three Summer Night,,106,2014,20150715,개봉,장편,,,한국,,,코미디,,,고민지,,,,강형사,,,,2D,디지털,,,20101104,(주)나이너스엔터테인먼트,9ers Entertainment,해외세일즈사,,,2015-MF00725 ,청소년관람불가,,,DI팀,
,20140703,장수상회,Salut d’Amour,,112,2014,20150409,개봉,장편,,,한국,,,드라마,,,박재호,,,,,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF00332 ,12세이상관람가,,,VFX 아티스트,
,20141085,한 번 더 해피엔딩,The Rewrite,,106,2014,20150408,개봉,장편,,,미국,,,코미디,,,벨라 헤스콧,Bella Heathcote,,,,,,,2D,디지털,,,20122837,(주)팝엔터테인먼트,Pop Entertainment,제공,,,2015-MF00293 ,15세이상관람가,,,,
,20141598,타이밍,Timing,,99,2015,20151210,개봉,장편,,,한국,,,애니메이션,,,구본교,,,,,,,,2D,디지털,,,20153568,(주)스톰픽쳐스코리아,STORM PICTURES KOREA,공동제공,,,2015-MF01141 ,15세이상관람가,,,배급진행,
,20140704,비밀은 없다,The Truth Beneath,,102,2015,20160623,개봉,장편,,,한국,,,스릴러,,,한명선,,,,조 형사,,,,2D,디지털,,,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,,,2016-MF00835 ,청소년관람불가,,,메이킹필름,
,20141962,이미테이션 게임,The Imitation Game,,114,2014,20150217,개봉,장편,,,영국,,,스릴러,,,매튜 구드,Matthew Goode,,,,,,,2D,디지털,,,20125155,(주)엘지유플러스,,수입사,,,2015-MF00078 ,15세이상관람가,,,,
,20141224,경성학교: 사라진 소녀들,The Silenced,,99,2014,20150618,개봉,장편,,,한국,,,드라마,,,김종화,,,,사가와 시즈에,,,,2D,디지털 영문자막,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,,,2015-MF00492,15세이상관람가,,,온라인마케팅,
,20141384,터미네이터 제니시스,Terminator Genisys,,125,2015,20150702,개봉,장편,,,미국,,,스릴러,,,아론 V. 윌리엄슨,Aaron V. Williamson,,,,,,,IMAX,IMAX 3D,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",수입사,,,2015-MF00675 ,15세이상관람가,,,,
,20141602,소셜포비아,Socialphobia,,102,2014,20150312,개봉,장편,,,한국,,,드라마,,,이종국,,,,고딩1,,,,2D,디지털,,,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,,,2015-MF00075,15세이상관람가,,,기타,
,20142402,간신,The Treacherous,,131,2015,20150521,개봉,장편,,,한국,,,사극,,,최창훈,,,,능주 왈패들,,,,2D,디지털 가치봄,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2015-MF00496 ,청소년관람불가,,,스틸,
,20142406,탐정 홍길동: 사라진 마을,The Phantom Detective,,125,2016,20160504,개봉,장편,,,한국,,,액션,,,김도연,julid dy kim,,,경찰10,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2016-MF00526 ,15세이상관람가,,,배급진행,
,20142407,오늘의 연애,Love Forecast,,118,2014,20150114,개봉,장편,,,한국,,,코미디,,,김보아,,,,군대조교,,,,2D,디지털,,,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,,,2014-MF01431,15세이상관람가,,,광고대행,
,20142884,엘리노어 릭비: 그 남자 그 여자,The Disappearance of Eleanor Rigby: Them,,122,2014,20150409,개봉,장편,,,미국,,,드라마,,,윌리엄 허트,William Hurt,,,,,,,2D,디지털,,,20063255,(주)드림웨스트픽쳐스,,수입사,,,2015-MF00087 ,15세이상관람가,,,,
,20142561,7번째 아들,Seventh Son,,102,2014,20150211,개봉,장편,,,캐나다,,,판타지,,,벤 반스,Ben Barnes,,,,,,,IMAX,IMAX 3D,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2014-MF01297 ,12세이상관람가,,,,
,20142855,성난 변호사,The Advocate : A Missing Body,,116,2015,20151008,개봉,장편,,,한국,,,액션,,,김병훈,,,,저택 경호원1,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF00976 ,15세이상관람가,,,광고디자인,
,20142621,시간이탈자,Time Renegades,,107,2015,20160413,개봉,장편,,,한국,,,스릴러,,,형준석,,,,서경고 남선생3,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2016-MF00443 ,15세이상관람가,,,DI팀,
,20142962,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,,ポケモン・ザ・ムービー XY 破壊の繭とディアンシー,98,2014,20150114,개봉,장편,,,일본,,,애니메이션,,,유야마 쿠니히코,Kunihiko Yuyama,,,,,,,4D,4D,,,20062956,(주)포켓몬코리아,,수입사,,,2014-MF01279 ,전체관람가,,,,
,20143253,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,미국,,,스릴러,,,윌렘 데포,Willem Dafoe,,,,,,,2D,디지털,,,20122497,(유)조이앤컨텐츠그룹,JOY N CONTENTS GROUP,제공,,,2014-MF01421 ,청소년관람불가,,,,
,20142641,나를 잊지 말아요,Remember You,,106,2015,20160107,개봉,장편,,,한국,,,멜로/로맨스,,,김도연,julid dy kim,,,웨딩직원,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF01554 ,15세이상관람가,,,배급진행,
,20142856,나의 절친 악당들,Intimate Enemies,,109,2014,20150625,개봉,장편,,,한국,,,드라마,,,최수진,,,,상호차 운전기사,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2015-MF00633,청소년관람불가,,,VFX 매니지먼트,
,20143502,어떤살인,The Lost Choices,,108,2015,20151028,개봉,장편,,,한국,,,스릴러,,,배형준,,,,정문경찰,,,,2D,디지털,,,20111541,(주)아이엠비씨,iMBC,공동제공,,,2015-MF01076 ,청소년관람불가,,,배급진행,
,20143441,몬스터 싱어: 매직 인 파리,A Monster in Paris,Un monstre a Paris,89,2011,20220526,개봉,장편,,,프랑스,,,어드벤처,,,장예나,,,,,,,,2D,디지털 더빙,,,2016701,(주)다날엔터테인먼트,Danal Entertainment Co.Ltd,제공,,,2022-MF00803,전체관람가,,,,
,20143511,오피스,Office,,111,2014,20150903,개봉,장편,,,한국,,,미스터리,,,조혜선,,,,형사4,,,,2D,디지털,,,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사,,,2015-MF00565 ,15세이상관람가,,,온라인마케팅,
,20143510,함정,Deep Trap,,96,2015,20150910,개봉,장편,,,한국,,,범죄,,,조이석,CHO E-suck,,,노인,,,,2D,디지털,,,20101104,(주)나이너스엔터테인먼트,9ers Entertainment,해외세일즈사,,,2015-MF00967 ,청소년관람불가,,,시각효과,
,20143580,분노의 질주: 더 세븐,Fast & Furious 7,,137,2015,20150401,개봉,장편,,,미국,,,스릴러,,,제이슨 스타뎀,Jason Statham,,,,,,,IMAX,IMAX,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2015-MF00283 ,15세이상관람가,,,,
,20143513,미쓰 와이프,Wonderful Nightmare,,125,2015,20150813,개봉,장편,,,한국,,,코미디,,,박용웅,,,,성환집 중년 여인,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF00611,15세이상관람가,,,기타,
,20143541,박물관이 살아있다 : 비밀의 무덤,Night at the Museum: Secret of the Tomb,,97,2014,20150114,개봉,장편,,,영국,,,가족,,,레벨 윌슨,Rebel Wilson,,,,,,,4D,4D,,,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,,,2014-MF01377 ,전체관람가,,,,
,20143754,아메리칸 스나이퍼,American Sniper,,132,2014,20150114,개봉,장편,,,미국,,,액션,,,시에나 밀러,Sienna Miller,,,,,,,IMAX,IMAX,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2014-MF01428 ,청소년관람불가,,,,
,20143512,위험한 상견례 2,Enemies In-Law,,118,2015,20150429,개봉,장편,,,한국,,,코미디,,,김기용,,,,유도부,,,,2D,디지털 영문자막,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,,,2015-MF00426 ,15세이상관람가,,,예고편,
,20144322,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,일본,,,애니메이션,,,오오하라 메구미,Megumi Oohara,,,,,,,4D,4D 더빙,,,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,수입사,,,2015-MF00043 ,전체관람가,,,,
,20143642,테이큰 3,Taken 3,,111,2014,20150101,개봉,장편,,,미국,,,스릴러,,,포레스트 휘테커,Forest Whitaker,,,,,,,4D,4D,,,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,,,2014-MF01392 ,15세이상관람가,,,,
,20144102,워터 디바이너,The Water Diviner,,111,2014,20150128,개봉,장편,,,터키,,,전쟁,,,제이 코트니,Jai Courtney,,,,,,,2D,디지털,,,20139095,(주)퍼스트런,First Run Inc.,공동제공,,,2015-MF00044 ,15세이상관람가,,,,
,20143572,뷰티 인사이드,The Beauty Inside,,126,2015,20150820,개봉,장편,,,한국,,,멜로/로맨스,,,서혜지,,,,우진 4,,,,2D,디지털 중국어자막,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2015-MF00607 ,12세이상관람가,,,배급진행,
,20144461,인서전트,Insurgent,,119,2015,20150325,개봉,장편,,,미국,,,액션,,,대니얼 대 킴,Daniel Dae Kim,,,,,,,4D,4D,,,20122497,(유)조이앤컨텐츠그룹,JOY N CONTENTS GROUP,수입사,,,2015-MF00290 ,15세이상관람가,,,,
,20144481,타임 패러독스,Predestination,,97,2014,20150107,개봉,장편,,,호주,,,스릴러,,,사라 스누크,Sarah Snook,,,,,,,2D,디지털,,,20122497,(유)조이앤컨텐츠그룹,JOY N CONTENTS GROUP,수입사,,,2014-MF01308 ,15세이상관람가,,,,
,20144507,빅 아이즈,Big Eyes,,105,2014,20150128,개봉,장편,,,미국,,,드라마,,,크리스토프 왈츠,Christoph Waltz,,,,,,,2D,디지털,,,20137115,(주)인터파크,,공동제공,,,2014-MF01444 ,12세이상관람가,,,,
,20144523,패딩턴,Paddington,,95,2014,20150107,개봉,장편,,,캐나다,,,어드벤처,,,샐리 호킨스,Sally Hawkins,,,,,,,2D,디지털 더빙,,,20100634,(주)누리픽쳐스,NOORI PICTURES,제공,,,2014-MF01405 ,전체관람가,,,,
,20144682,샌 안드레아스,San Andreas,,114,2015,20150603,개봉,장편,,,미국,,,스릴러,,,알렉산드라 다드다리오,Alexandra Daddario,,,,,,,IMAX,IMAX 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2015-MF00589 ,12세이상관람가,,,,
,20144444,아가씨,The Handmaiden,,144,2016,20160601,개봉,장편,,,한국,,,드라마,,,고현주,,,,낭인 1,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2016-MF00708 ,청소년관람불가,,,VFX 아티스트,
,20144442,조선마술사,The Magician,,122,2015,20151230,개봉,장편,,,한국,,,드라마,,,이경재,LEE Kyung-jae,,,환희단 공연팀,,,,2D,디지털,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,,,2015-MF01558 ,12세이상관람가,,,VFX 아티스트,
,20144683,하트 오브 더 씨,In the Heart of the Sea,,121,2015,20151203,개봉,장편,,,미국,,,드라마,,,벤자민 워커,Benjamin Walker,,,,,,,IMAX,IMAX 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2015-MF01432 ,12세이상관람가,,,,
,20144621,기생수 파트1,Parasyte: Part 1,寄生獣 PART1,109,2014,20150226,개봉,장편,,,일본,,,SF,,,아사노 타다노부,Tadanobu Asano,,,,,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,수입사,,,2015-MF00095 ,청소년관람불가,,,,
,20144801,버드맨,Birdman or The Unexpected Virtue of Ignorance,,119,2014,20150305,개봉,장편,,,미국,,,드라마,,,아르만도 보,Armando Bo,,,,,,,2D,디지털,,,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,,,2015-MF00026 ,청소년관람불가,,,시나리오(각본),
,20145041,더 이퀄라이저,The Equalizer,,131,2014,20150128,개봉,장편,,,미국,,,스릴러,,,마튼 초카스,Marton Csokas,,,,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2015-MF00018 ,청소년관람불가,,,,
,20145021,와일드,Wild,,115,2014,20150122,개봉,장편,,,미국,,,드라마,,,로라 던,Laura Dern,,,,,,,2D,디지털,,,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,,,2014-MF01393 ,청소년관람불가,,,,
,20144741,매드 맥스: 분노의 도로,Mad Max: Fury Road,,120,2015,20150514,개봉,장편,,,호주,,,스릴러,,,코트니 이튼,Courtney Eaton,,,,,,,IMAX,IMAX 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2015-MF00491 ,15세이상관람가,,,,
,20144641,판도라,Pandora,,135,2016,20161207,개봉,장편,,,한국,,,스릴러,,,류상헌,,,,의사2,,,,4D,4D,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2016-MF01779,12세이상관람가,,,배급진행,
,20145042,스틸 앨리스,Still Alice,,101,2014,20150429,개봉,장편,,,미국,,,드라마,,,케이트 보스워스,Kate Bosworth,,,,,,,2D,디지털,,,20123058,그린나래미디어(주),GREEN NARAE MEDIA,수입사,,,2015-MF00179 ,12세이상관람가,,,,
,20145102,포커스,Focus,,104,2014,20150226,개봉,장편,,,미국,,,멜로/로맨스,,,제랄드 맥라니,Gerald McRaney,,,,,,,2D,디지털,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2015-MF00164 ,15세이상관람가,,,,
,20145085,세인트 빈센트,St. Vincent,,101,2014,20150305,개봉,장편,,,미국,,,드라마,,,제이든 리버허,Jaeden Lieberher,,,,,,,2D,디지털,,,20139135,(주)영화사 빅,Big Film,공동제공,,,2015-MF00057 ,12세이상관람가,,,,
,20145141,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,미국,,,드라마,,,J.K. 시몬스,J.K. Simmons,,,플레쳐,,,,2D,디지털,,,20100049,(주)월드시네마,"World Cinema Co., Ltd",공동제공,,,2014-MF01430 ,15세이상관람가,,,,
