title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
Jumanji: The Next Level,2019-12-04,tt7975244,512200,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Awkwafina","Adventure, Comedy, Fantasy","Columbia Pictures, Seven Bucks Productions, Matt Tolmach Productions, The Detective Agency",US
Boss Level,2021-02-19,tt7638348,513310,"A former special forces agent is trapped in a time loop and relives his death over and over again. To escape the terrible situation, he must track down those responsible and stop them.",Joe Carnahan,"Frank Grillo, Mel Gibson, Naomi Watts, Will Sasso, Annabelle Wallis","Action, Science Fiction, Thriller","WarParty Films, Highland Film Group, Ingenious Media, EFO Films, Big Red Films, Diamond Film Productions, Edver Films, River Bay Films, The Fyzz, Scott Free Productions, MoviePass Films","GB, US"
Think Like a Dog,2020-08-06,tt5929654,513584,"A 12-year-old tech prodigy, whose science experiment goes awry, forges a telepathic connection with his best friend, Henry-his dog! The duo join forces and use their unique perspectives on life to comically overcome complications of family and school.",Gil Junger,"Gabriel Bateman, Todd Stashwick, Josh Duhamel, Megan Fox, Kunal Nayyar","Family, Comedy, Drama","M Star International, Mad Chance, Arboretum Productions","GB, US"
The Aeronauts,2019-11-04,tt6141246,514921,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",Tom Harper,"Eddie Redmayne, Felicity Jones, Tom Courtenay, Phoebe Fox, Himesh Patel","Adventure, Drama, Romance","Amazon Studios, Mandeville Films, FilmNation Entertainment, Popcorn Storm, One Shoe Films","GB, US"
Jojo Rabbit,2019-10-18,tt2584384,515001,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",Taika Waititi,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Sam Rockwell","Comedy, War, Drama","Fox Searchlight Pictures, Defender Films, Piki Films","NZ, US"
Yesterday,2019-06-26,tt8079248,515195,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where the group was forgotten.,Danny Boyle,"Himesh Patel, Lily James, Sophia Di Martino, Ellise Chappell, Meera Syal","Comedy, Fantasy, Music, Romance","Working Title Films, Working Title Films","GB, US"
Amateur,2018-04-06,tt5580392,515333,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,Ryan Koo,"Michael Rainey Jr., Josh Charles, Sharon Leal, Brian J. White, Corey Parker Robinson",Drama,Mandalay Pictures,US
Tesla,2020-08-14,tt5259822,517412,"The story of the Promethean struggles of Nikola Tesla, as he attempts to transcend entrenched technology—including his own previous work—by pioneering a system of wireless energy that would change the world.",Michael Almereyda,"Ethan Hawke, Eve Hewson, Jim Gaffigan, Kyle MacLachlan, Donnie Keshawarz","History, Drama","Campbell Grobman Films, Intrinsic Value Films, Jeff Rice Films, Passage Pictures, Millennium Media, Under the Influence Productions",US
The Spy Gone North,2018-08-08,tt8290698,517991,"South Korea, 1993. An agent of the National Intelligence Service is sent to Beijing to infiltrate a group of North Korean officials with the ultimate goal of obtaining information about their nuclear program.",Yoon Jong-bin,"Hwang Jung-min, Lee Sung-min, Cho Jin-woong, Ju Ji-hoon, Jeong So-ri","Drama, History, Thriller","Sanai Pictures, Moonlight Film, CJ Entertainment",KR
Along with the Gods: The Last 49 Days,2018-08-01,tt8116428,518068,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",Kim Yong-hwa,"Ha Jung-woo, Ju Ji-hoon, Kim Hyang-gi, Don Lee, Kim Dong-wook","Action, Adventure, Fantasy, Thriller","Lotte Entertainment, Dexter Studios, Realies Pictures, Union Investment Partners, Korean Film Council, Art Service, Alpha Pictures",KR
Believer,2018-05-22,tt7095654,518963,"After a traumatic event, a drug trafficker turns sides and conspires with a dangerously ambitious undercover police officer to bring down the mysterious kingpin of a major drug cartel.",Lee Hae-young,"Cho Jin-woong, Ryu Jun-yeol, Kim Joo-hyuk, Cha Seung-won, Kim Sung-ryung","Crime, Action, Thriller","Yong Film, Next Entertainment World, Kidari ENT, Contents Panda",KR
Despicable Me 4,2024-06-20,tt7510222,519182,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",Chris Renaud,"Steve Carell, Kristen Wiig, Will Ferrell, Sofía Vergara, Miranda Cosgrove","Animation, Family, Comedy, Science Fiction","Universal Pictures, Illumination",US
The Kindness of Strangers,2019-12-12,tt6515910,520390,"Clara and her two sons escape from her abusive husband with little more than their car and plan to start over in New York. After the car towed away, the family meets Alice, who gets them into an emergency shelter. While stealing food at a Russian restaurant called ‘Winter Palace’, Clara meets Marc, who has been given the chance to help the old eatery regain its former glory. The ‘Winter Palace’ soon becomes a place of unexpected encounters between people who are all undergoing some sort of crisis and whom fate has now brought together.",Lone Scherfig,"Zoe Kazan, Andrea Riseborough, Tahar Rahim, Caleb Landry Jones, Jay Baruchel",Drama,"HanWay Films, Ingenious Media, Apollo Media, Entertainment One, Vertical, SF Studios, D'Artagnan, Film i Väst, ARTE, Téléfilm Canada, Ontario Creates","GB, DE, DK, CA, US, FR, SE"
A Quiet Place Part II,2021-05-21,tt8332922,520763,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cillian Murphy","Science Fiction, Thriller, Horror","Paramount Pictures, Platinum Dunes, Sunday Night Productions",US
100% Wolf,2020-06-26,tt8774798,520946,"Freddy Lupin, heir to a proud family line of werewolves, is in for a shock when on his 14th birthday his first 'warfing' goes awry, turning him into a ferocious poodle.  The pack elders give Freddy until the next moonrise to prove he has the heart of a wolf, or risk being cast out forever.  With the help of an unlikely ally in a streetwise stray named Batty, Freddy must prove he's 100% Wolf.",Alexs Stadermann,"Ilai Swindells, Jai Courtney, Samara Weaving, Rhys Darby, Jane Lynch","Animation, Family, Fantasy, Adventure","Flying Bark Productions, Screen Australia, ScreenWest, ReDefine, Studio 100, Siamese, Create NSW, Lotterywest, Studio 100 Film","AU, BE"
Annabelle Comes Home,2019-06-26,tt8350360,521029,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",Gary Dauberman,"Mckenna Grace, Madison Iseman, Katie Sarife, Michael Cimino, Vera Farmiga",Horror,"Atomic Monster, The Safran Company, New Line Cinema",US
The Secret Garden,2020-07-08,tt2702920,521034,"Mary Lennox is born in India to wealthy British parents who never wanted her. When her parents suddenly die, she is sent back to England to live with her uncle. She meets her sickly cousin, and the two children find a wondrous secret garden lost in the grounds of Misselthwaite Manor.",Marc Munden,"Dixie Egerickx, Tommy Gene Surridge, Colin Firth, Julie Walters, Maeve Dermody","Family, Fantasy, Drama","Heyday Films, StudioCanal, StudioCanal","FR, GB"
The 355,2022-01-05,tt8356942,522016,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",Simon Kinberg,"Jessica Chastain, Lupita Nyong'o, Penélope Cruz, Diane Kruger, Fan Bingbing","Action, Adventure, Thriller","Freckle Films, Genre Films, FilmNation Entertainment, Universal Pictures, DEMEI Holdings Limited, CNC, Firstep, Episode Films Co., Zak Productions","US, FR, HK, MA, TW"
Midway,2019-11-06,tt6924650,522162,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.",Roland Emmerich,"Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans, Mandy Moore","Action, War, History","AGC Studios, Centropolis Entertainment, Street Entertainment, Entertainment One, Starlight Culture Entertainment Group, Shanghai RuYi Entertainment","CA, HK, US"
The Courier,2020-01-24,tt8368512,522241,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,Dominic Cooke,"Benedict Cumberbatch, Merab Ninidze, Rachel Brosnahan, Jessie Buckley, Angus Wright","Thriller, History, Drama","SunnyMarch, 42, FilmNation Entertainment","GB, US"
Flashback,2020-10-08,tt8372094,522406,"Frederick Fitzell is living his best life—until he starts having horrific visions of Cindy, a girl who vanished in high school. After reaching out to old friends with whom he used to take a mystery drug called Mercury, Fredrick realizes the only way to stop the visions lies deep within his own memories, so he embarks on a terrifying mental odyssey to learn the truth.",Christopher MacBride,"Dylan O'Brien, Hannah Gross, Emory Cohen, Keir Gilchrist, Maika Monroe","Thriller, Mystery","Resolute Films and Entertainment, Addictive Pictures, Grindstone Entertainment Group, Protagonist Pictures, Entertainment One, Trinity Media Films, Téléfilm Canada, Endeavor Content","CA, US, GB"
A Dog's Journey,2019-05-03,tt8385474,522518,A dog finds the meaning of his own existence through the lives of the humans he meets.,Gail Mancuso,"Marg Helgenberger, Betty Gilpin, Henry Lau, Kathryn Prescott, Dennis Quaid","Family, Adventure, Drama","Amblin Entertainment, Reliance Entertainment, Walden Media, Alibaba Pictures Group, Pariah, DreamWorks Pictures, Amblin Partners","CA, CN, IN, US"
Mona Lisa and the Blood Moon,2022-09-30,tt8760670,522526,"A young woman with psychokinetic powers breaks out of a Louisiana asylum and makes her way to New Orleans, where she falls into the city’s netherworld of misfits and miscreants.",Ana Lily Amirpour,"Jun Jong-seo, Kate Hudson, Ed Skrein, Evan Whitten, Craig Robinson","Mystery, Fantasy, Thriller","Le Grisbi Productions, 141 Entertainment, Black Bicycle Entertainment, wiip, RocketScience, Saban Films","GB, US"
Manou the Swift,2019-01-25,tt4153828,522887,"The little swift Manou grows up believing he's a seagull. Learning to fly he finds out he never will be. Shocked, he runs away from home. He meets birds of his own species and finds out who he really is. When both seagulls and swifts face a dangerous threat, Manou becomes the hero of the day.","Christian Haas, Andrea Block","Willem Dafoe, Kate Winslet, Rob Paulsen, Josh Keaton, Julie Nathanson","Animation, Adventure, Family, Comedy",LUXX Film,DE
Hitman's Wife's Bodyguard,2021-06-14,tt8385148,522931,"The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",Patrick Hughes,"Ryan Reynolds, Samuel L. Jackson, Salma Hayek Pinault, Antonio Banderas, Morgan Freeman","Action, Comedy, Crime, Thriller","Nu Boyana Film Studios, Summit Entertainment, Lionsgate, Millennium Media, Davis Films, Campbell Grobman Films, Film i Väst, Filmgate Films","BG, FR, SE, US"
Rambo: Last Blood,2019-09-19,tt1206885,522938,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",Adrian Grünberg,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza, Yvette Monreal","Action, Thriller, Drama","Millennium Media, Templeton Media, Campbell Grobman Films, Dadi Film Group, Balboa Productions","CN, US"
Greenland,2020-07-29,tt7737786,524047,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",Ric Roman Waugh,"Gerard Butler, Morena Baccarin, David Denman, Hope Davis, Roger Dale Floyd","Action, Adventure, Science Fiction, Thriller","STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures, Truenorth Productions","GB, US, IS"
The Mortuary Collection,2020-09-25,tt7781432,524216,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",Ryan Spindell,"Clancy Brown, Caitlin Custer, Sarah Hay, Mike C. Nelson, Jacob Elordi","Fantasy, Horror","Trapdoor Pictures, Mountain Path Entertainment, AMP",US
I See You,2019-09-11,tt6079516,524251,"When a 10-year-old boy goes missing, lead investigator Greg Harper struggles to balance the pressure of the investigation and troubles with his wife, Jackie. Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor, in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.",Adam Randall,"Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis, Libe Barer","Horror, Thriller, Mystery",Zodiac Features,US
Eternals,2021-11-03,tt9032400,524434,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",Chloé Zhao,"Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek Pinault, Kumail Nanjiani","Science Fiction, Action, Adventure",Marvel Studios,US
Bombshell,2019-12-13,tt6394270,525661,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,Jay Roach,"Charlize Theron, Margot Robbie, Nicole Kidman, John Lithgow, Allison Janney",Drama,"Lighthouse Management + Media, Denver & Delilah Productions, Bron Studios, Annapurna Pictures, Creative Wealth Media Finance, Lionsgate, Endeavor Content","CA, US"
Morbius,2022-03-30,tt5108870,526896,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",Daniel Espinosa,"Jared Leto, Matt Smith, Adria Arjona, Jared Harris, Tyrese Gibson","Action, Science Fiction, Fantasy","Columbia Pictures, Matt Tolmach Productions, Arad Productions",US
Five Feet Apart,2019-03-14,tt6472976,527641,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hebert Gregory, Parminder Nagra","Romance, Drama","Wayfarer Entertainment, CBS Films",US
Raya and the Last Dragon,2021-03-03,tt5109280,527774,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.","Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina, Gemma Chan, Alan Tudyk, Izaac Wang","Animation, Family, Fantasy, Action, Adventure","Walt Disney Pictures, Walt Disney Animation Studios",US
Darlin',2019-09-11,tt8396294,529149,"Found at a Catholic hospital filthy and ferocious, feral teenager Darlin’ is whisked off to a care home run by The Bishop and his obedient nuns, where she’s to be rehabilitated into a ""good girl"" as an example of the miraculous work of the church. But Darlin’ holds a secret darker than the ""sins"" she is threatened with, and she is not traveling alone. The Woman who raised her, equally fierce and feral, is ever present in the shadows of Darlin’s psyche and is determined to come for her no matter who tries to get in her way.",Pollyanna McIntosh,"Lauryn Canny, Bryan Batt, Nora-Jane Noone, Cooper Andrews, Pollyanna McIntosh","Horror, Thriller, Mystery",Hood River Entertainment,US
The Croods: A New Age,2020-11-25,tt2850386,529203,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",Joel Crawford,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman","Animation, Family, Adventure, Fantasy, Comedy","Universal Pictures, DreamWorks Animation",US
The Witness,2018-08-15,tt8865562,529569,An ordinary man witnesses a cruel murder and becomes entangled in circumstances out of his control.,Cho Kyu-jang,"Lee Sung-min, Kim Sang-ho, Jin Kyung, Kwak Si-yang, Bae Jung-hwa","Thriller, Crime","AD406, Next Entertainment World",KR
Ride Your Wave,2019-06-21,tt9193612,530079,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love.",Masaaki Yuasa,"Ryota Katayose, Rina Kawaei, Honoka Matsumoto, Kentaro Ito, Mami Horikoshi","Animation, Romance, Comedy, Drama, Fantasy","Science SARU, Fuji Television Network, TOHO, jeki, Shogakukan, KDDI, Lawson Entertainment",JP
The Witch: Part 1. The Subversion,2018-06-27,tt8574252,530254,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",Park Hoon-jung,"Kim Da-mi, Cho Min-soo, Park Hee-soon, Choi Woo-shik, Go Min-si","Action, Mystery, Science Fiction","Peppermint & Company, Warner Bros. Korea, Goldmoon Film, Finecut, Huayi Tencent Entertainment, Union Investment Partners","HK, KR"
Midsommar,2019-07-03,tt8772262,530385,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",Ari Aster,"Florence Pugh, Jack Reynor, William Jackson Harper, Will Poulter, Vilhelm Blomgren","Horror, Drama, Mystery","B-Reel Films, Square Peg","SE, US"
1917,2019-12-25,tt8579674,530915,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",Sam Mendes,"George MacKay, Dean-Charles Chapman, Mark Strong, Andrew Scott, Richard Madden","War, History, Thriller, Drama","DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Neal Street Productions, Mogambo Films, Amblin Partners","IN, ES, GB, US"
The Tax Collector,2020-08-07,tt8461224,531499,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,David Ayer,"Bobby Soto, Cinthya Carmona, George Lopez, Elpidia Carrillo, Shia LaBeouf","Action, Crime, Drama","Cross Creek Pictures, Cedar Park Entertainment, Faster Horse Pictures, Kodiak Pictures",US
The Outpost,2020-06-24,tt3833480,531876,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.",Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Ernest Cavazos, Taylor John Smith","War, Drama, History, Action","Millennium Media, York Films, Perfection Hunter Productions",US
KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,tt9239552,532067,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",Takaomi Kanasaki,"Jun Fukushima, Rie Takahashi, Sora Amamiya, Ai Kayano, Yui Horie","Animation, Adventure, Comedy, Fantasy","J.C.STAFF, KADOKAWA, Sammy, Nippon Columbia, Sony Music Entertainment, MAGES., KADOKAWA Media House, 81 Produce, Toranoana",JP
The Boogeyman,2023-05-31,tt3427252,532408,"Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it’s too late.",Rob Savage,"Sophie Thatcher, Vivien Lyra Blair, Chris Messina, David Dastmalchian, Marin Ireland",Horror,"21 Laps Entertainment, 20th Century Studios",US
On Your Wedding Day,2018-08-22,tt7938092,532444,"Through the course of their lives, a man and his first love  are repeatedly separated from each other because of circumstances out of their control.",Lee Seok-geun,"Park Bo-young, Kim Young-kwang, Kang Ki-young, Ko Kyu-phil, Jang Seong-beom","Romance, Drama","Filmmaker R&K, filmK, Plus M Entertainment",KR
Firestarter,2022-05-12,tt1798632,532710,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",Keith Thomas,"Ryan Kiera Armstrong, Zac Efron, Sydney Lemmon, Kurtwood Smith, Michael Greyeyes","Horror, Science Fiction","Blumhouse Productions, Weed Road Pictures, Universal Pictures",US
Violet Evergarden: The Movie,2020-09-18,tt8652818,533514,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",Taichi Ishidate,"Yui Ishikawa, Daisuke Namikawa, Takehito Koyasu, Hidenobu Kiuchi, Haruka Tomatsu","Animation, Fantasy, Romance, Drama","Kyoto Animation, ABC Animation, Pony Canyon, Bandai Namco Arts, Rakuonsha",JP
Deadpool & Wolverine,2024-07-24,tt6263850,533535,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",Shawn Levy,"Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen","Action, Comedy, Science Fiction","Marvel Studios, Maximum Effort, 21 Laps Entertainment, 20th Century Studios, Kevin Feige Productions, TSG Entertainment",US
Child's Play,2019-06-19,tt8663516,533642,"Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.",Lars Klevberg,"Mark Hamill, Gabriel Bateman, Aubrey Plaza, Brian Tyree Henry, Tim Matheson","Horror, Thriller","KatzSmith Productions, Orion Pictures, Bron Studios, Creative Wealth Media Finance, Metro-Goldwyn-Mayer, Oddfellows Entertainment","CA, US"
21 Bridges,2019-10-24,tt8688634,535292,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",Brian Kirk,"Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James, Taylor Kitsch","Crime, Action, Drama","AGBO, MWM Studios, Huayi Brothers Pictures","US, CN"
The Great Battle,2018-09-19,tt6931414,535389,"Kingdom of Goguryeo, ancient Korea, 645. The ruthless Emperor Taizong of Tang invades the country and leads his armies towards the capital, achieving one victory after another, but on his way is the stronghold of Ansi, protected by General Yang Man-chu, who will do everything possible to stop the invasion, even if his troops are outnumbered by thousands of enemies.",Kim Kwang-sik,"Zo In-sung, Nam Joo-hyuk, Park Sung-woong, Bae Sung-woo, Um Tae-goo","War, History, Action","Soojak Film, Next Entertainment World, Studio & New",KR
Blackbird,2019-09-06,tt8717446,536396,"A terminally ill mother invites her family to their country house for one final gathering, but tensions quickly boil over between her two daughters.",Roger Michell,"Susan Sarandon, Kate Winslet, Mia Wasikowska, Sam Neill, Lindsay Duncan",Drama,"Millennium Media, Busted Shark Productions, Eclectic Pictures, SF Studios","US, SE"
Hypnotic,2023-05-11,tt8080204,536437,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,Robert Rodriguez,"Ben Affleck, Alice Braga, William Fichtner, J. D. Pardo, Hala Finley","Mystery, Science Fiction, Thriller","Studio 8, Solstice Studios, Ingenious Media, Double R Productions","GB, US"
M3GAN,2022-12-28,tt8760708,536554,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",Gerard Johnstone,"Jenna Davis, Allison Williams, Violet McGraw, Ronny Chieng, Amie Donald","Science Fiction, Horror","Atomic Monster, Blumhouse Productions, Divide / Conquer",US
Cats,2019-12-19,tt5697572,536869,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,Tom Hooper,"Francesca Hayward, Judi Dench, Idris Elba, Jason Derulo, Jennifer Hudson","Fantasy, Comedy, Drama","Universal Pictures, Perfect World Pictures, Working Title Films, Amblin Entertainment, Monumental Pictures, The Really Useful Group","CN, GB, US"
"tick, tick... BOOM!",2021-11-11,tt8721424,537116,"On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out.",Lin-Manuel Miranda,"Andrew Garfield, Alexandra Shipp, Robin de Jesús, Michaela Jaé Rodriguez, Ben Levi Ross","Drama, Music","Imagine Entertainment, 5000 Broadway Productions",US
Hope Gap,2019-10-03,tt7587876,537140,"Grace lives an idyllic life in a British seaside town, but her world soon comes crashing down when her husband of 29 years tells her he's leaving her for another woman. Through stages of shock, disbelief and anger -- and with support from her son -- Grace ultimately regains her footing while learning it's never too late to be happy.",William Nicholson,"Annette Bening, Bill Nighy, Josh O'Connor, Aiysha Hart, Ryan McKen",Drama,"Lipsync Productions, Screen Media Films, Roadside Attractions, Screen Yorkshire, Sampsonic Media, Creative Media Investments, Origin Pictures, Immersiverse",GB
Rampant,2018-10-25,tt6927152,537190,"Ancient Korea, 17th century. While the paranoid King Lee Jo of Joseon, vassal of the Qing dynasty, feels surrounded by conspirators and rebels, a dark evil emerges from the bowels of a merchant ship and the exiled Prince Lee Cheung returns to the royal court, ignoring that he will have to lead the few capable of defeating the ambitious humans and the bloody monsters who threaten to destroy the kingdom.",Kim Sung-hoon,"Hyun Bin, Jang Dong-gun, Jo Woo-jin, Jeong Man-sik, Lee Sun-bin","Action, Horror, Drama, Fantasy","Leeyang Film, Rear Window, Next Entertainment World, VAST Entertainment",KR
Can You Keep a Secret?,2019-09-13,tt8707922,537739,"Emma Corrigan, a girl with a few secrets, thinks she’s about to die on a turbulent plane ride. She spills them all to the handsome stranger sitting next to her. At least, she thought he was a stranger. But then, her company’s young and elusive CEO, arrives at the office. It’s him. And he knows every single humiliating detail about her.",Elise Durán,"Alexandra Daddario, Tyler Hoechlin, Sunita Mani, David Ebert, Kate Easton","Romance, Comedy","BCDF Pictures, Big Indie Pictures, Embankment Films, 120dB Films",US
