rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
1,1,0,NEW,20193822,뮬란,2020-09-17,257348660,46.5,257348660,100.0,257784660,31438,31438,100.0,31488,1420,5142,20200917,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
2,2,-1,OLD,20201122,테넷,2020-08-26,157107400,28.4,-38196530,-19.6,12984761970,17481,-4148,-19.2,1414192,831,2148,20200917,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
3,3,-1,OLD,20193666,오! 문희,2020-09-02,37350160,6.7,-20202240,-35.1,2050594260,4653,-2513,-35.1,255553,448,1059,20200917,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
4,4,-1,OLD,20201687,기기괴괴 성형수,2020-09-09,23897400,4.3,-7977000,-25.0,521302100,2847,-1024,-26.5,58866,205,535,20200917,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
5,5,0,NEW,20080850,공포분자,2020-09-17,7129100,1.3,7129100,100.0,13557100,1082,1082,100.0,1971,51,67,20200917,공포분자,The Terrorizers,恐怖份子,108,1986,20200917,개봉,장편,,,,드라마,기타,에드워드 양,무건인|왕 안,,(주)에이썸엔터테인먼트
6,6,-2,OLD,20202204,더 렌탈 : 소리없는 감시자,2020-09-16,7565970,1.4,-14128470,-65.1,29260410,1061,-1920,-64.4,4042,172,231,20200917,더 렌탈 : 소리없는 감시자,The Rental,,88,2020,20200916,개봉,장편,,,,공포(호러)|스릴러,미국,데이브 프랑코,댄 스티븐스|알리슨 브리|셰일라 밴드,,(주)제이앤씨미디어그룹
7,7,0,NEW,20205001,도망친 여자,2020-09-17,8376180,1.5,8376180,100.0,9699180,1034,1034,100.0,1181,137,190,20200917,도망친 여자,The Woman Who Ran,,77,2019,20200917,개봉,장편,,,,드라마,한국,홍상수,김민희|서영화|송선미|김새벽|권해효,(주)영화제작전원사 ,(주)영화제작전원사 |(주)콘텐츠판다
8,8,0,NEW,20206259,위 섬온 더 다크니스,2020-09-17,4846000,0.9,4846000,100.0,4846000,959,959,100.0,959,49,50,20200917,위 섬온 더 다크니스,We Summon The Darkness,,90,2019,20200917,개봉,장편,,,,공포(호러)|스릴러,미국,,,,(주)누리픽쳐스
9,9,0,NEW,20202103,비독: 파리의 황제,2020-09-17,5967810,1.1,5967810,100.0,5967810,766,766,100.0,766,171,249,20200917,비독: 파리의 황제,The Emperor of Paris,L'EMPEREUR DE PARIS,120,2018,20200917,개봉,장편,,,,액션|범죄|드라마,프랑스,장-프랑소와 리셰,뱅상 카셀|올가 쿠릴렌코|오거스트 딜|드니 라방,,(주)영화특별시에스엠씨|주식회사 더쿱
10,10,-4,OLD,20197922,다만 악에서 구하소서,2020-08-05,4812270,0.9,-10221310,-68.0,38521466930,590,-1226,-67.5,4347059,108,148,20200917,다만 악에서 구하소서,DELIVER US FROM EVIL,,107,2019,20200805,개봉,장편,,,,범죄|액션,한국,홍원찬,황정민|이정재|박정민|박소이|최희서,(주)하이브미디어코프,(주)씨제이이엔엠
1,1,0,OLD,20193822,뮬란,2020-09-17,241991280,38.2,-15357380,-6.0,499775940,26834,-4604,-14.6,58322,1412,4941,20200918,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
2,2,0,OLD,20201122,테넷,2020-08-26,231538910,36.6,74431510,47.4,13216300880,23861,6380,36.5,1438053,886,2379,20200918,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
3,3,0,OLD,20193666,오! 문희,2020-09-02,50792780,8.0,13442620,36.0,2101387040,5814,1161,25.0,261367,478,1121,20200918,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
4,4,0,OLD,20201687,기기괴괴 성형수,2020-09-09,29694300,4.7,5796900,24.3,550996400,3226,379,13.3,62092,215,585,20200918,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
5,5,5,OLD,20197922,다만 악에서 구하소서,2020-08-05,9278580,1.5,4466310,92.8,38530745510,856,266,45.1,4347915,122,169,20200918,다만 악에서 구하소서,DELIVER US FROM EVIL,,107,2019,20200805,개봉,장편,,,,범죄|액션,한국,홍원찬,황정민|이정재|박정민|박소이|최희서,(주)하이브미디어코프,(주)씨제이이엔엠
